Step,Scaffold,SMILES,Metadata,Tanimoto Similarity,total_score,ID
299.0,c1cnn2ccnc2c1,c1cnn2ccnc2c1,,1.0,1.0,Automated Curriculum Learning Demo_0
191.0,c1cnc2cccnc2c1,c1cnc2cccnc2c1,,1.0,1.0,Automated Curriculum Learning Demo_1
341.0,c1cnc2conc2c1,c1cnc2conc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_2
341.0,c1cnc2ocnc2c1,c1cnc2ocnc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_3
334.0,c1cnc2csnc2c1,c1cnc2csnc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_4
308.0,c1cnc2ccoc2c1,c1cnc2ccoc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_5
261.0,c1cnc2ccsc2c1,c1cnc2ccsc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_6
343.0,c1cnc2scnc2c1,c1cnc2scnc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_7
367.0,Clc1ccc2ncccc2n1,Clc1ccc2ncccc2n1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_8
356.0,Clc1cnc2cccnc2c1,Clc1cnc2cccnc2c1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_9
326.0,Cc1cnc2cccnc2c1,Cc1cnc2cccnc2c1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_10
382.0,Brc1cnc2cccnc2c1,Brc1cnc2cccnc2c1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_11
378.0,Fc1cnc2cccnc2c1,Fc1cnc2cccnc2c1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_12
225.0,Cc1ccc2ncccc2n1,Cc1ccc2ncccc2n1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_13
379.0,O=c1ccc2ncccc2o1,O=c1ccc2ncccc2o1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_14
353.0,Clc1ccnc2cccnc12,Clc1ccnc2cccnc12,,0.6000000238418579,0.6000000238418579,Automated Curriculum Learning Demo_15
369.0,Brc1ccnc2cccnc12,Brc1ccnc2cccnc12,,0.6000000238418579,0.6000000238418579,Automated Curriculum Learning Demo_16
382.0,Nc1ccnc2cccnc12,Nc1ccnc2cccnc12,,0.6000000238418579,0.6000000238418579,Automated Curriculum Learning Demo_17
267.0,Cc1ccnc2cccnc12,Cc1ccnc2cccnc12,,0.6000000238418579,0.6000000238418579,Automated Curriculum Learning Demo_18
357.0,Oc1ccnc2cccnc12,Oc1ccnc2cccnc12,,0.6000000238418579,0.6000000238418579,Automated Curriculum Learning Demo_19
345.0,Cc1cn2ncccc2n1,Cc1cn2ncccc2n1,,0.6000000238418579,0.6000000238418579,Automated Curriculum Learning Demo_20
363.0,Brc1ccc2nccn2n1,Brc1ccc2nccn2n1,,0.5869565010070801,0.5869565010070801,Automated Curriculum Learning Demo_21
350.0,Clc1ccc2nccn2n1,Clc1ccc2nccn2n1,,0.5869565010070801,0.5869565010070801,Automated Curriculum Learning Demo_22
312.0,Cc1ccc2nccn2n1,Cc1ccc2nccn2n1,,0.5869565010070801,0.5869565010070801,Automated Curriculum Learning Demo_23
358.0,N#Cc1ccc2ncccc2n1,N#Cc1ccc2ncccc2n1,,0.5849056839942932,0.5849056839942932,Automated Curriculum Learning Demo_24
378.0,COc1ccc2ncccc2n1,COc1ccc2ncccc2n1,,0.5849056839942932,0.5849056839942932,Automated Curriculum Learning Demo_25
337.0,Cc1ccnn2ccnc12,Cc1ccnn2ccnc12,,0.5652173757553101,0.5652173757553101,Automated Curriculum Learning Demo_26
370.0,Fc1cnc2cccnn12,Fc1cnc2cccnn12,,0.5652173757553101,0.5652173757553101,Automated Curriculum Learning Demo_27
352.0,Cc1cnc2cccnn12,Cc1cnc2cccnn12,,0.5652173757553101,0.5652173757553101,Automated Curriculum Learning Demo_28
379.0,O=C(O)c1ccc2ncccc2n1,O=C(O)c1ccc2ncccc2n1,,0.5636363625526428,0.5636363625526428,Automated Curriculum Learning Demo_29
343.0,O=C(O)c1cnc2cccnc2c1,O=C(O)c1cnc2cccnc2c1,,0.5636363625526428,0.5636363625526428,Automated Curriculum Learning Demo_30
370.0,CCc1cn2ncccc2n1,CCc1cn2ncccc2n1,,0.5625,0.5625,Automated Curriculum Learning Demo_31
337.0,CCc1ccnc2cccnc12,CCc1ccnc2cccnc12,,0.5555555820465088,0.5555555820465088,Automated Curriculum Learning Demo_32
378.0,Cc1nc2cccnc2o1,Cc1nc2cccnc2o1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_33
326.0,Cc1nc2cccnc2s1,Cc1nc2cccnc2s1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_34
350.0,Brc1cc2ncccc2s1,Brc1cc2ncccc2s1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_35
338.0,CSc1ccc2nccn2n1,CSc1ccc2nccn2n1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_36
356.0,FC(F)(F)c1ccc2ncccc2n1,FC(F)(F)c1ccc2ncccc2n1,,0.5438596606254578,0.5438596606254578,Automated Curriculum Learning Demo_37
367.0,c1coc(-c2ccc3ncccc3n2)c1,c1coc(-c2ccc3ncccc3n2)c1,,0.5396825671195984,0.5396825671195984,Automated Curriculum Learning Demo_38
246.0,c1csc(-c2nc3cccnc3o2)c1,c1csc(-c2nc3cccnc3o2)c1,,0.5333333611488342,0.5333333611488342,Automated Curriculum Learning Demo_39
337.0,c1csc(-c2nc3cccnc3s2)c1,c1csc(-c2nc3cccnc3s2)c1,,0.5333333611488342,0.5333333611488342,Automated Curriculum Learning Demo_40
324.0,c1coc(-c2nc3cccnc3s2)c1,c1coc(-c2nc3cccnc3s2)c1,,0.5333333611488342,0.5333333611488342,Automated Curriculum Learning Demo_41
375.0,c1coc(-c2nc3cccnc3o2)c1,c1coc(-c2nc3cccnc3o2)c1,,0.5333333611488342,0.5333333611488342,Automated Curriculum Learning Demo_42
371.0,O=C(O)c1ccc2nccn2n1,O=C(O)c1ccc2nccn2n1,,0.529411792755127,0.529411792755127,Automated Curriculum Learning Demo_43
208.0,c1ccc2nccnc2c1,c1ccc2nccnc2c1,,0.529411792755127,0.529411792755127,Automated Curriculum Learning Demo_44
323.0,Cn1c2cccnc2c2ncccc21,Cn1c2cccnc2c2ncccc21,,0.5245901346206665,0.5245901346206665,Automated Curriculum Learning Demo_45
345.0,c1cc2sccc2o1,c1cc2sccc2o1,,0.52173912525177,0.52173912525177,Automated Curriculum Learning Demo_46
295.0,c1cnc2ccnn2c1,c1cnc2ccnn2c1,,0.52173912525177,0.52173912525177,Automated Curriculum Learning Demo_47
377.0,Clc1csc2cccnc12,Clc1csc2cccnc12,,0.5199999809265137,0.5199999809265137,Automated Curriculum Learning Demo_48
345.0,C#Cc1cnn2ccnc2c1,C#Cc1cnn2ccnc2c1,,0.5199999809265137,0.5199999809265137,Automated Curriculum Learning Demo_49
271.0,CCc1cnc2cccnn12,CCc1cnc2cccnn12,,0.5199999809265137,0.5199999809265137,Automated Curriculum Learning Demo_50
359.0,Cc1onc2cccnc12,Cc1onc2cccnc12,,0.5199999809265137,0.5199999809265137,Automated Curriculum Learning Demo_51
348.0,O=c1ccnc2cccnn12,O=c1ccnc2cccnn12,,0.5199999809265137,0.5199999809265137,Automated Curriculum Learning Demo_52
332.0,CCc1cc2ncccc2o1,CCc1cc2ncccc2o1,,0.5192307829856873,0.5192307829856873,Automated Curriculum Learning Demo_53
180.0,CSc1nc2cccnc2s1,CSc1nc2cccnc2s1,,0.5192307829856873,0.5192307829856873,Automated Curriculum Learning Demo_54
360.0,c1ccncc1,c1ccncc1,,0.5185185074806213,0.5185185074806213,Automated Curriculum Learning Demo_55
327.0,Oc1ccccn1,Oc1ccccn1,,0.517241358757019,0.517241358757019,Automated Curriculum Learning Demo_56
377.0,Clc1ccccn1,Clc1ccccn1,,0.517241358757019,0.517241358757019,Automated Curriculum Learning Demo_57
298.0,Cc1ccccn1,Cc1ccccn1,,0.517241358757019,0.517241358757019,Automated Curriculum Learning Demo_58
322.0,c1cnc2sccc2n1,c1cnc2sccc2n1,,0.5102040767669678,0.5102040767669678,Automated Curriculum Learning Demo_59
276.0,c1cnc2sc(-c3ccoc3)nc2c1,c1cnc2sc(-c3ccoc3)nc2c1,,0.5081967115402222,0.5081967115402222,Automated Curriculum Learning Demo_60
375.0,c1cnc2oc(-c3ccsc3)nc2c1,c1cnc2oc(-c3ccsc3)nc2c1,,0.5081967115402222,0.5081967115402222,Automated Curriculum Learning Demo_61
