Step,Scaffold,SMILES,Metadata,QED Score,total_score,ID
0.0,CCN=c1[nH]nc(-c2cccc(N=C3CCCC(=O)C3C)c2)o1,CCN=c1[nH]nc(-c2cccc(N=C3CCCC(=O)C3C)c2)o1,,0.9450314044952393,0.9450314044952393,Automated Curriculum Learning Demo_0
0.0,CC(C)S(=O)(=O)c1ccc(Cl)cc1N1CCNC(=O)C1,CC(C)S(=O)(=O)c1ccc(Cl)cc1N1CCNC(=O)C1,,0.9165176749229431,0.9165176749229431,Automated Curriculum Learning Demo_1
0.0,COc1cc(N=c2nc(C(C)N)cc[nH]2)ccc1Cl,COc1cc(N=c2nc(C(C)N)cc[nH]2)ccc1Cl,,0.9045241475105286,0.9045241475105286,Automated Curriculum Learning Demo_2
0.0,Cc1noc(C)c1CNC(=O)Nc1cccc(Cl)c1Cl,Cc1noc(C)c1CNC(=O)Nc1cccc(Cl)c1Cl,,0.9020628333091736,0.9020628333091736,Automated Curriculum Learning Demo_3
0.0,O=C1CN=C(c2ccccc2)c2ccc(Cl)cc2N1C1CCNCC1,O=C1CN=C(c2ccccc2)c2ccc(Cl)cc2N1C1CCNCC1,,0.9001150727272034,0.9001150727272034,Automated Curriculum Learning Demo_4
0.0,CC(C)C(NC(=O)c1ccco1)C(=O)N=c1[nH]ccs1,CC(C)C(NC(=O)c1ccco1)C(=O)N=c1[nH]ccs1,,0.8962137699127197,0.8962137699127197,Automated Curriculum Learning Demo_5
0.0,c1ccc(CNc2ccc3c(c2)C2CNCC3C2)cc1,c1ccc(CNc2ccc3c(c2)C2CNCC3C2)cc1,,0.8866847157478333,0.8866847157478333,Automated Curriculum Learning Demo_6
0.0,COc1ccc(NC(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)cc1,COc1ccc(NC(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)cc1,,0.8837946057319641,0.8837946057319641,Automated Curriculum Learning Demo_7
0.0,CC(=O)NCC1OC(=O)N2C1Cc1c([nH]c3ccc(F)cc13)C2(C)C,CC(=O)NCC1OC(=O)N2C1Cc1c([nH]c3ccc(F)cc13)C2(C)C,,0.8777807354927063,0.8777807354927063,Automated Curriculum Learning Demo_8
0.0,CC(Oc1ccc2c3c(c(=O)oc2c1)CCCC3)C(N)=O,CC(Oc1ccc2c3c(c(=O)oc2c1)CCCC3)C(N)=O,,0.8742789030075073,0.8742789030075073,Automated Curriculum Learning Demo_9
0.0,N#Cc1ccc(C(=O)NCCN2CCC(Cc3ccccc3)CC2)cc1,N#Cc1ccc(C(=O)NCCN2CCC(Cc3ccccc3)CC2)cc1,,0.8726391196250916,0.8726391196250916,Automated Curriculum Learning Demo_10
