Step,Scaffold,SMILES,Metadata,QED Score,total_score,ID
2821.0,O=C(NCc1cncs1)c1ccco1,Cc1ccoc1C(=O)NCc1scnc1Br,,0.9480940103530884,0.9480940103530884,Explorative Behaviour with High Threshold_0
2838.0,O=S(=O)(Nc1ccccc1)c1cccnc1,O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1cccnc1,,0.9480925798416138,0.9480925798416138,Explorative Behaviour with High Threshold_1
2825.0,O=S(=O)(Nc1cccnc1)c1cccs1,O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1cccs1,,0.9480859637260437,0.9480859637260437,Explorative Behaviour with High Threshold_2
2788.0,O=C(Nc1ccccc1)c1cccnc1,COc1ccccc1NC(=O)c1cncc(Br)c1,,0.9477047324180603,0.9477047324180603,Explorative Behaviour with High Threshold_3
2821.0,O=C(Nc1c[nH]n(C2CCCCC2)c1=O)c1ccco1,Cc1c(NC(=O)c2ccco2)c(=O)n(C2CCCCC2)n1C,,0.9475893974304199,0.9475893974304199,Explorative Behaviour with High Threshold_4
2821.0,O=S(=O)(Nc1cccnc1)c1ccccc1,O=S(=O)(Nc1cccnc1)c1ccc(Br)cc1,,0.9474917054176331,0.9474917054176331,Explorative Behaviour with High Threshold_5
2825.0,O=S(=O)(Nc1ccccc1)c1c[nH]cn1,Cn1cnc(S(=O)(=O)Nc2cccc(Cl)c2Cl)c1,,0.9474548697471619,0.9474548697471619,Explorative Behaviour with High Threshold_6
2829.0,O=C(Nc1ccccc1)c1cc[nH]n1,COc1ccccc1NC(=O)c1nn(C)cc1Br,,0.9471724033355713,0.9471724033355713,Explorative Behaviour with High Threshold_7
2834.0,O=S(=O)(Nc1ccccc1)c1cccnc1,O=S(=O)(Nc1ccc(Cl)cc1Cl)c1cccnc1,,0.9470105171203613,0.9470105171203613,Explorative Behaviour with High Threshold_8
2814.0,O=C(NCc1ccccc1)c1cnccn1,Cc1cncc(C(=O)NCc2ccc(Cl)c(Cl)c2)n1,,0.9468674659729004,0.9468674659729004,Explorative Behaviour with High Threshold_9
