Step,Scaffold,SMILES,Metadata,Tanimoto similarity,total_score,ID
113.0,c1cnn2ccnc2c1,c1cnn2ccnc2c1,,1.0,1.0,Automated Curriculum Learning Demo_0
127.0,c1cnc2cccnc2c1,c1cnc2cccnc2c1,,1.0,1.0,Automated Curriculum Learning Demo_1
160.0,c1cnc2ocnc2c1,c1cnc2ocnc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_2
119.0,c1cnc2ccsc2c1,c1cnc2ccsc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_3
116.0,c1cnc2scnc2c1,c1cnc2scnc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_4
134.0,c1cnc2conc2c1,c1cnc2conc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_5
103.0,c1cnc2ccoc2c1,c1cnc2ccoc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_6
186.0,c1cnc2csnc2c1,c1cnc2csnc2c1,,0.7209302186965942,0.7209302186965942,Automated Curriculum Learning Demo_7
195.0,c1cn2ncsc2n1,c1cn2ncsc2n1,,0.692307710647583,0.692307710647583,Automated Curriculum Learning Demo_8
162.0,c1cnc2cc3ncccc3nc2c1,c1cnc2cc3ncccc3nc2c1,,0.6666666865348816,0.6666666865348816,Automated Curriculum Learning Demo_9
150.0,c1cnc2c(c1)sc1cccnc12,c1cnc2c(c1)sc1cccnc12,,0.6545454263687134,0.6545454263687134,Automated Curriculum Learning Demo_10
185.0,c1cnc2c(c1)oc1cccnc12,c1cnc2c(c1)oc1cccnc12,,0.6545454263687134,0.6545454263687134,Automated Curriculum Learning Demo_11
165.0,Cc1cnc2cccnc2c1,Cc1cnc2cccnc2c1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_12
107.0,Cc1ccc2ncccc2n1,Cc1ccc2ncccc2n1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_13
170.0,Brc1ccc2ncccc2n1,Brc1ccc2ncccc2n1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_14
126.0,Clc1ccc2ncccc2n1,Clc1ccc2ncccc2n1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_15
121.0,Oc1cnc2cccnc2c1,Oc1cnc2cccnc2c1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_16
165.0,Fc1cnc2cccnc2c1,Fc1cnc2cccnc2c1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_17
117.0,Clc1cnc2cccnc2c1,Clc1cnc2cccnc2c1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_18
170.0,Brc1cnc2cccnc2c1,Brc1cnc2cccnc2c1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_19
188.0,O=c1ccc2ncccc2o1,O=c1ccc2ncccc2o1,,0.6200000047683716,0.6200000047683716,Automated Curriculum Learning Demo_20
176.0,Brc1ccnc2cccnc12,Brc1ccnc2cccnc12,,0.6000000238418579,0.6000000238418579,Automated Curriculum Learning Demo_21
190.0,Clc1ccnc2cccnc12,Clc1ccnc2cccnc12,,0.6000000238418579,0.6000000238418579,Automated Curriculum Learning Demo_22
189.0,Cc1cn2ncccc2n1,Cc1cn2ncccc2n1,,0.6000000238418579,0.6000000238418579,Automated Curriculum Learning Demo_23
166.0,Cc1ccnc2cccnc12,Cc1ccnc2cccnc12,,0.6000000238418579,0.6000000238418579,Automated Curriculum Learning Demo_24
157.0,Clc1ccc2nccn2n1,Clc1ccc2nccn2n1,,0.5869565010070801,0.5869565010070801,Automated Curriculum Learning Demo_25
107.0,Cc1ccc2nccn2n1,Cc1ccc2nccn2n1,,0.5869565010070801,0.5869565010070801,Automated Curriculum Learning Demo_26
140.0,COc1cnc2cccnc2c1,COc1cnc2cccnc2c1,,0.5849056839942932,0.5849056839942932,Automated Curriculum Learning Demo_27
195.0,N#Cc1cnc2cccnc2c1,N#Cc1cnc2cccnc2c1,,0.5849056839942932,0.5849056839942932,Automated Curriculum Learning Demo_28
165.0,COc1ccc2ncccc2n1,COc1ccc2ncccc2n1,,0.5849056839942932,0.5849056839942932,Automated Curriculum Learning Demo_29
183.0,c1cnc2ssc2c1,c1cnc2ssc2c1,,0.5714285969734192,0.5714285969734192,Automated Curriculum Learning Demo_30
164.0,c1cnc2cc3occc3nc2c1,c1cnc2cc3occc3nc2c1,,0.568965494632721,0.568965494632721,Automated Curriculum Learning Demo_31
193.0,Cc1cnc2cccnn12,Cc1cnc2cccnn12,,0.5652173757553101,0.5652173757553101,Automated Curriculum Learning Demo_32
143.0,CCc1cn2ncccc2n1,CCc1cn2ncccc2n1,,0.5625,0.5625,Automated Curriculum Learning Demo_33
130.0,COc1ccnc2cccnc12,COc1ccnc2cccnc12,,0.5555555820465088,0.5555555820465088,Automated Curriculum Learning Demo_34
189.0,Oc1cc2ncccc2o1,Oc1cc2ncccc2o1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_35
125.0,COc1ccc2nccn2n1,COc1ccc2nccn2n1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_36
192.0,Brc1cc2ncccc2s1,Brc1cc2ncccc2s1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_37
194.0,Clc1nc2cccnc2s1,Clc1nc2cccnc2s1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_38
168.0,Cc1cc2ncccc2s1,Cc1cc2ncccc2s1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_39
161.0,Cc1nc2cccnc2o1,Cc1nc2cccnc2o1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_40
175.0,Cc1cc2ncccc2o1,Cc1cc2ncccc2o1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_41
162.0,O=c1sc2cccnc2s1,O=c1sc2cccnc2s1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_42
171.0,Brc1nc2cccnc2s1,Brc1nc2cccnc2s1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_43
171.0,Clc1cc2ncccc2s1,Clc1cc2ncccc2s1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_44
158.0,Cc1nc2cccnc2s1,Cc1nc2cccnc2s1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_45
26.0,O=c1oc2cccnc2s1,O=c1oc2cccnc2s1,,0.5510203838348389,0.5510203838348389,Automated Curriculum Learning Demo_46
110.0,FC(F)(F)c1ccc2ncccc2n1,FC(F)(F)c1ccc2ncccc2n1,,0.5438596606254578,0.5438596606254578,Automated Curriculum Learning Demo_47
110.0,c1cnc2ccc(-c3nccs3)nc2c1,c1cnc2ccc(-c3nccs3)nc2c1,,0.5396825671195984,0.5396825671195984,Automated Curriculum Learning Demo_48
160.0,c1csc(-c2ccc3ncccc3n2)c1,c1csc(-c2ccc3ncccc3n2)c1,,0.5396825671195984,0.5396825671195984,Automated Curriculum Learning Demo_49
180.0,O=C(O)c1ccnc2cccnc12,O=C(O)c1ccnc2cccnc12,,0.5357142686843872,0.5357142686843872,Automated Curriculum Learning Demo_50
154.0,c1cnc2sc(-c3nccs3)nc2c1,c1cnc2sc(-c3nccs3)nc2c1,,0.5333333611488342,0.5333333611488342,Automated Curriculum Learning Demo_51
166.0,c1coc(-c2nc3cccnc3s2)c1,c1coc(-c2nc3cccnc3s2)c1,,0.5333333611488342,0.5333333611488342,Automated Curriculum Learning Demo_52
144.0,c1cnc2cc(-c3cscn3)oc2c1,c1cnc2cc(-c3cscn3)oc2c1,,0.5333333611488342,0.5333333611488342,Automated Curriculum Learning Demo_53
165.0,c1csc(-c2nc3cccnc3o2)c1,c1csc(-c2nc3cccnc3o2)c1,,0.5333333611488342,0.5333333611488342,Automated Curriculum Learning Demo_54
112.0,c1csc(-c2nc3cccnc3s2)c1,c1csc(-c2nc3cccnc3s2)c1,,0.5333333611488342,0.5333333611488342,Automated Curriculum Learning Demo_55
137.0,c1cnc2cc(-c3nccs3)sc2c1,c1cnc2cc(-c3nccs3)sc2c1,,0.5333333611488342,0.5333333611488342,Automated Curriculum Learning Demo_56
170.0,c1cnc2cc(-c3ccon3)sc2c1,c1cnc2cc(-c3ccon3)sc2c1,,0.5333333611488342,0.5333333611488342,Automated Curriculum Learning Demo_57
67.0,c1ccc2nccnc2c1,c1ccc2nccnc2c1,,0.529411792755127,0.529411792755127,Automated Curriculum Learning Demo_58
130.0,O=[N+]([O-])c1ccc2nccn2n1,O=[N+]([O-])c1ccc2nccn2n1,,0.529411792755127,0.529411792755127,Automated Curriculum Learning Demo_59
195.0,c1cnc2c(c1)sc1ccsc12,c1cnc2c(c1)sc1ccsc12,,0.5263158082962036,0.5263158082962036,Automated Curriculum Learning Demo_60
109.0,c1cnc2ccnn2c1,c1cnc2ccnn2c1,,0.52173912525177,0.52173912525177,Automated Curriculum Learning Demo_61
191.0,c1cc2sccc2s1,c1cc2sccc2s1,,0.52173912525177,0.52173912525177,Automated Curriculum Learning Demo_62
180.0,Cc1csc2cccnc12,Cc1csc2cccnc12,,0.5199999809265137,0.5199999809265137,Automated Curriculum Learning Demo_63
147.0,Nc1csc2cccnc12,Nc1csc2cccnc12,,0.5199999809265137,0.5199999809265137,Automated Curriculum Learning Demo_64
187.0,Oc1csc2cccnc12,Oc1csc2cccnc12,,0.5199999809265137,0.5199999809265137,Automated Curriculum Learning Demo_65
128.0,Brc1csc2cccnc12,Brc1csc2cccnc12,,0.5199999809265137,0.5199999809265137,Automated Curriculum Learning Demo_66
155.0,Clc1csc2cccnc12,Clc1csc2cccnc12,,0.5199999809265137,0.5199999809265137,Automated Curriculum Learning Demo_67
191.0,CSc1nc2cccnc2s1,CSc1nc2cccnc2s1,,0.5192307829856873,0.5192307829856873,Automated Curriculum Learning Demo_68
117.0,c1ccncc1,c1ccncc1,,0.5185185074806213,0.5185185074806213,Automated Curriculum Learning Demo_69
147.0,Oc1ccccn1,Oc1ccccn1,,0.517241358757019,0.517241358757019,Automated Curriculum Learning Demo_70
138.0,Clc1ccccn1,Clc1ccccn1,,0.517241358757019,0.517241358757019,Automated Curriculum Learning Demo_71
76.0,Cc1ccccn1,Cc1ccccn1,,0.517241358757019,0.517241358757019,Automated Curriculum Learning Demo_72
180.0,Fc1ccccn1,Fc1ccccn1,,0.517241358757019,0.517241358757019,Automated Curriculum Learning Demo_73
137.0,c1cnc2occc2n1,c1cnc2occc2n1,,0.5102040767669678,0.5102040767669678,Automated Curriculum Learning Demo_74
122.0,c1cnc2sccc2n1,c1cnc2sccc2n1,,0.5102040767669678,0.5102040767669678,Automated Curriculum Learning Demo_75
119.0,c1cnc2oc(-c3ccsc3)nc2c1,c1cnc2oc(-c3ccsc3)nc2c1,,0.5081967115402222,0.5081967115402222,Automated Curriculum Learning Demo_76
166.0,c1cnc2sc(-c3ccno3)nc2c1,c1cnc2sc(-c3ccno3)nc2c1,,0.5081967115402222,0.5081967115402222,Automated Curriculum Learning Demo_77
187.0,c1cnc2sc(-c3ccsc3)nc2c1,c1cnc2sc(-c3ccsc3)nc2c1,,0.5081967115402222,0.5081967115402222,Automated Curriculum Learning Demo_78
175.0,c1cnc2sc(-c3cncs3)nc2c1,c1cnc2sc(-c3cncs3)nc2c1,,0.5081967115402222,0.5081967115402222,Automated Curriculum Learning Demo_79
160.0,c1cnc2nc3cccnc3cc2c1,c1cnc2nc3cccnc3cc2c1,,0.5079365372657776,0.5079365372657776,Automated Curriculum Learning Demo_80
176.0,c1cnc2c(c1)ncc1ncccc12,c1cnc2c(c1)ncc1ncccc12,,0.5079365372657776,0.5079365372657776,Automated Curriculum Learning Demo_81
151.0,c1ccc(-c2ccc3ncccc3n2)nc1,c1ccc(-c2ccc3ncccc3n2)nc1,,0.5074626803398132,0.5074626803398132,Automated Curriculum Learning Demo_82
173.0,c1cncc(-c2ccc3ncccc3n2)c1,c1cncc(-c2ccc3ncccc3n2)c1,,0.5074626803398132,0.5074626803398132,Automated Curriculum Learning Demo_83
150.0,c1ccc(-c2cc3ncccc3s2)nc1,c1ccc(-c2cc3ncccc3s2)nc1,,0.5,0.5,Automated Curriculum Learning Demo_84
158.0,c1ccc(-c2nc3cccnc3o2)nc1,c1ccc(-c2nc3cccnc3o2)nc1,,0.5,0.5,Automated Curriculum Learning Demo_85
132.0,c1cncc(-c2cc3ncccc3s2)c1,c1cncc(-c2cc3ncccc3s2)c1,,0.5,0.5,Automated Curriculum Learning Demo_86
182.0,c1cnc2cc3sccn3c2c1,c1cnc2cc3sccn3c2c1,,0.5,0.5,Automated Curriculum Learning Demo_87
149.0,c1cncc(-c2cc3ncccc3o2)c1,c1cncc(-c2cc3ncccc3o2)c1,,0.5,0.5,Automated Curriculum Learning Demo_88
119.0,c1ccc(-c2nc3cccnc3s2)nc1,c1ccc(-c2nc3cccnc3s2)nc1,,0.5,0.5,Automated Curriculum Learning Demo_89
154.0,c1cncc(-c2nc3cccnc3o2)c1,c1cncc(-c2nc3cccnc3o2)c1,,0.5,0.5,Automated Curriculum Learning Demo_90
177.0,c1ccc(-c2cc3ncccc3o2)nc1,c1ccc(-c2cc3ncccc3o2)nc1,,0.5,0.5,Automated Curriculum Learning Demo_91
74.0,O=C(O)c1cc2ncccc2s1,O=C(O)c1cc2ncccc2s1,,0.5,0.5,Automated Curriculum Learning Demo_92
192.0,O=[N+]([O-])c1cc2ncccc2s1,O=[N+]([O-])c1cc2ncccc2s1,,0.5,0.5,Automated Curriculum Learning Demo_93
172.0,CC(C)c1cc2ncccc2s1,CC(C)c1cc2ncccc2s1,,0.5,0.5,Automated Curriculum Learning Demo_94
144.0,c1cncc(-c2nc3cccnc3s2)c1,c1cncc(-c2nc3cccnc3s2)c1,,0.5,0.5,Automated Curriculum Learning Demo_95
192.0,N=C(N)c1cc2ncccc2s1,N=C(N)c1cc2ncccc2s1,,0.5,0.5,Automated Curriculum Learning Demo_96
155.0,Brc1nc2cccnc2c2ncccc12,Brc1nc2cccnc2c2ncccc12,,0.4923076927661896,0.4923076927661896,Automated Curriculum Learning Demo_97
151.0,Cn1ccc2ncccc21,Cn1ccc2ncccc21,,0.4901960790157318,0.4901960790157318,Automated Curriculum Learning Demo_98
160.0,c1cnc2cc(-c3ccncc3)cnc2c1,c1cnc2cc(-c3ccncc3)cnc2c1,,0.4852941036224365,0.4852941036224365,Automated Curriculum Learning Demo_99
166.0,c1cnc2ccc(-c3ccncc3)nc2c1,c1cnc2ccc(-c3ccncc3)nc2c1,,0.4852941036224365,0.4852941036224365,Automated Curriculum Learning Demo_100
157.0,c1cnc2ccc(-c3ccncn3)nc2c1,c1cnc2ccc(-c3ccncn3)nc2c1,,0.4852941036224365,0.4852941036224365,Automated Curriculum Learning Demo_101
164.0,O=C(c1cccs1)c1nc2cccnc2s1,O=C(c1cccs1)c1nc2cccnc2s1,,0.4848484992980957,0.4848484992980957,Automated Curriculum Learning Demo_102
134.0,COc1nc2cccnc2cc1F,COc1nc2cccnc2cc1F,,0.48275861144065857,0.48275861144065857,Automated Curriculum Learning Demo_103
186.0,FC(F)(F)c1cc2ncccc2s1,FC(F)(F)c1cc2ncccc2s1,,0.4821428656578064,0.4821428656578064,Automated Curriculum Learning Demo_104
195.0,NS(=O)(=O)c1cc2ncccc2s1,NS(=O)(=O)c1cc2ncccc2s1,,0.4821428656578064,0.4821428656578064,Automated Curriculum Learning Demo_105
173.0,CC=Cc1nc2cccnc2s1,CC=Cc1nc2cccnc2s1,,0.4821428656578064,0.4821428656578064,Automated Curriculum Learning Demo_106
137.0,CCc1coc2cccnc12,CCc1coc2cccnc12,,0.48148149251937866,0.48148149251937866,Automated Curriculum Learning Demo_107
188.0,c1cnnc(-c2cc3ncccc3s2)c1,c1cnnc(-c2cc3ncccc3s2)c1,,0.4769230782985687,0.4769230782985687,Automated Curriculum Learning Demo_108
138.0,c1cnc2oc(-c3ccncc3)nc2c1,c1cnc2oc(-c3ccncc3)nc2c1,,0.4769230782985687,0.4769230782985687,Automated Curriculum Learning Demo_109
92.0,c1cnc2cc(-c3ccncc3)sc2c1,c1cnc2cc(-c3ccncc3)sc2c1,,0.4769230782985687,0.4769230782985687,Automated Curriculum Learning Demo_110
184.0,c1cnc2cc(-c3ccncn3)oc2c1,c1cnc2cc(-c3ccncn3)oc2c1,,0.4769230782985687,0.4769230782985687,Automated Curriculum Learning Demo_111
111.0,c1cnc2sc(-c3ccncc3)nc2c1,c1cnc2sc(-c3ccncc3)nc2c1,,0.4769230782985687,0.4769230782985687,Automated Curriculum Learning Demo_112
171.0,c1cnc2ccn(-c3nccs3)c2c1,c1cnc2ccn(-c3nccs3)c2c1,,0.4761904776096344,0.4761904776096344,Automated Curriculum Learning Demo_113
137.0,c1cnc2ccnnc2c1,c1cnc2ccnnc2c1,,0.4716981053352356,0.4716981053352356,Automated Curriculum Learning Demo_114
131.0,c1cnc2cncnc2c1,c1cnc2cncnc2c1,,0.4716981053352356,0.4716981053352356,Automated Curriculum Learning Demo_115
